400 	 400 	 -1.570796 	 6804.4548138
400 	 400 	 0.000000 	 6955.72634325
400 	 400 	 1.570796 	 6674.79080703
400 	 400 	 3.141593 	 6008.23518152
400 	 450 	 -1.570796 	 7066.54171933
400 	 450 	 0.000000 	 7184.39813001
400 	 450 	 1.570796 	 6846.59400902
400 	 450 	 3.141593 	 6115.22872606
400 	 500 	 -1.570796 	 7218.56224165
400 	 500 	 0.000000 	 7314.24355863
400 	 500 	 1.570796 	 6934.82131245
400 	 500 	 3.141593 	 6154.53454885
400 	 550 	 -1.570796 	 7277.07135098
400 	 550 	 0.000000 	 7368.19351852
400 	 550 	 1.570796 	 6967.44504532
400 	 550 	 3.141593 	 6156.38088951
400 	 600 	 -1.570796 	 7245.94308734
400 	 600 	 0.000000 	 7351.53987207
400 	 600 	 1.570796 	 6951.6560439
400 	 600 	 3.141593 	 6129.69901109
400 	 650 	 -1.570796 	 7118.16395837
400 	 650 	 0.000000 	 7253.95100762
400 	 650 	 1.570796 	 6875.80478155
400 	 650 	 3.141593 	 6063.72853942
400 	 700 	 -1.570796 	 6881.76780592
400 	 700 	 0.000000 	 7056.72562317
400 	 700 	 1.570796 	 6717.21068479
400 	 700 	 3.141593 	 5935.4841469
400 	 750 	 -1.570796 	 6527.48178884
400 	 750 	 0.000000 	 6742.38415869
400 	 750 	 1.570796 	 6452.74308037
400 	 750 	 3.141593 	 5720.11648483
400 	 800 	 -1.570796 	 6055.4048454
400 	 800 	 0.000000 	 6303.34537376
400 	 800 	 1.570796 	 6068.64795409
400 	 800 	 3.141593 	 5400.74141938
400 	 850 	 -1.570796 	 5478.6853317
400 	 850 	 0.000000 	 5747.15663035
400 	 850 	 1.570796 	 5566.82134282
400 	 850 	 3.141593 	 4974.97275251
450 	 400 	 -1.570796 	 7221.00577857
450 	 400 	 0.000000 	 7382.493444
450 	 400 	 1.570796 	 7051.23075241
450 	 400 	 3.141593 	 6290.1738692
450 	 450 	 -1.570796 	 7498.45394771
450 	 450 	 0.000000 	 7631.38719075
450 	 450 	 1.570796 	 7246.32343036
450 	 450 	 3.141593 	 6420.90416522
450 	 500 	 -1.570796 	 7645.58519129
450 	 500 	 0.000000 	 7759.42077105
450 	 500 	 1.570796 	 7336.5837474
450 	 500 	 3.141593 	 6465.74673882
450 	 550 	 -1.570796 	 7676.70129915
450 	 550 	 0.000000 	 7786.59915452
450 	 550 	 1.570796 	 7346.59027149
450 	 550 	 3.141593 	 6451.40670688
450 	 600 	 -1.570796 	 7597.22581186
450 	 600 	 0.000000 	 7719.62402252
450 	 600 	 1.570796 	 7284.58580152
450 	 600 	 3.141593 	 6387.39896023
450 	 650 	 -1.570796 	 7405.0590633
450 	 650 	 0.000000 	 7553.45047124
450 	 650 	 1.570796 	 7143.99159373
450 	 650 	 3.141593 	 6267.30104481
450 	 700 	 -1.570796 	 7095.37959657
450 	 700 	 0.000000 	 7277.27463598
450 	 700 	 1.570796 	 6909.94404854
450 	 700 	 3.141593 	 6075.06733031
450 	 750 	 -1.570796 	 6666.79715139
450 	 750 	 0.000000 	 6882.43302362
450 	 750 	 1.570796 	 6568.14853052
450 	 750 	 3.141593 	 5793.80000209
450 	 800 	 -1.570796 	 6126.5674158
450 	 800 	 0.000000 	 6369.4067825
450 	 800 	 1.570796 	 6112.98568957
450 	 800 	 3.141593 	 5413.9820762
450 	 850 	 -1.570796 	 5493.16261348
450 	 850 	 0.000000 	 5751.77729044
450 	 850 	 1.570796 	 5552.46447196
450 	 850 	 3.141593 	 4938.77751548
500 	 400 	 -1.570796 	 7660.98177479
500 	 400 	 0.000000 	 7841.26722745
500 	 400 	 1.570796 	 7461.43620493
500 	 400 	 3.141593 	 6600.87945497
500 	 450 	 -1.570796 	 7944.10911593
500 	 450 	 0.000000 	 8100.90248712
500 	 450 	 1.570796 	 7671.46901871
500 	 450 	 3.141593 	 6748.74777217
500 	 500 	 -1.570796 	 8075.22250064
500 	 500 	 0.000000 	 8215.75866055
500 	 500 	 1.570796 	 7753.359431
500 	 500 	 3.141593 	 6790.60805701
500 	 550 	 -1.570796 	 8066.86853093
500 	 550 	 0.000000 	 8203.36807065
500 	 550 	 1.570796 	 7728.64427713
500 	 550 	 3.141593 	 6749.86562627
500 	 600 	 -1.570796 	 7926.83297368
500 	 600 	 0.000000 	 8072.69614406
500 	 600 	 1.570796 	 7607.41583483
500 	 600 	 3.141593 	 6637.28019233
500 	 650 	 -1.570796 	 7658.92239578
500 	 650 	 0.000000 	 7825.09327664
500 	 650 	 1.570796 	 7389.26791841
500 	 650 	 3.141593 	 6451.74392248
500 	 700 	 -1.570796 	 7266.44608349
500 	 700 	 0.000000 	 7458.80349882
500 	 700 	 1.570796 	 7068.34205996
500 	 700 	 3.141593 	 6185.24287488
500 	 750 	 -1.570796 	 6756.68917996
500 	 750 	 0.000000 	 6974.95021748
500 	 750 	 1.570796 	 6640.22016071
500 	 750 	 3.141593 	 5829.81664985
500 	 800 	 -1.570796 	 6144.52343954
500 	 800 	 0.000000 	 6382.69444652
500 	 800 	 1.570796 	 6108.12038343
500 	 800 	 3.141593 	 5384.010286
500 	 850 	 -1.570796 	 5453.80780741
500 	 850 	 0.000000 	 5701.82801645
500 	 850 	 1.570796 	 5486.42611636
500 	 850 	 3.141593 	 4856.83503613
550 	 400 	 -1.570796 	 8080.68035681
550 	 400 	 0.000000 	 8286.13509512
550 	 400 	 1.570796 	 7863.27924815
550 	 400 	 3.141593 	 6906.74865634
550 	 450 	 -1.570796 	 8359.75234066
550 	 450 	 0.000000 	 8546.6546122
550 	 450 	 1.570796 	 8079.2267069
550 	 450 	 3.141593 	 7064.28698085
550 	 500 	 -1.570796 	 8465.4958466
550 	 500 	 0.000000 	 8638.59424724
550 	 500 	 1.570796 	 8143.61681402
550 	 500 	 3.141593 	 7095.46269657
550 	 550 	 -1.570796 	 8409.26071378
550 	 550 	 0.000000 	 8577.57217395
550 	 550 	 1.570796 	 8075.44262585
550 	 550 	 3.141593 	 7020.77555496
550 	 600 	 -1.570796 	 8201.76980561
550 	 600 	 0.000000 	 8375.43535729
550 	 600 	 1.570796 	 7887.23836805
550 	 600 	 3.141593 	 6852.73733425
550 	 650 	 -1.570796 	 7853.24082188
550 	 650 	 0.000000 	 8040.51196455
550 	 650 	 1.570796 	 7585.36465364
550 	 650 	 3.141593 	 6596.09358842
550 	 700 	 -1.570796 	 7375.46203798
550 	 700 	 0.000000 	 7580.53902277
550 	 700 	 1.570796 	 7173.45737408
550 	 700 	 3.141593 	 6251.33255033
550 	 750 	 -1.570796 	 6784.5211835
550 	 750 	 0.000000 	 7006.65184892
550 	 750 	 1.570796 	 6657.26672953
550 	 750 	 3.141593 	 5819.74229948
550 	 800 	 -1.570796 	 6102.78680805
550 	 800 	 0.000000 	 6336.65414779
550 	 800 	 1.570796 	 6048.88839972
550 	 800 	 3.141593 	 5308.02271676
550 	 850 	 -1.570796 	 5359.15847133
550 	 850 	 0.000000 	 5596.25695095
550 	 850 	 1.570796 	 5368.86460099
